MB;MATERIAL;KGS_TENIDOS;KILOS_ACABADOS;VALOR_LOTE_KILO;AR;TAMANO_CLIENTE
1;HCP;20;18.7;1.73;A;3662.597
1;HCP;20;18.4;1.73;A;3662.597
1;HCP;20;19.4;1.582;A;3662.597
1;HCP;20;19;1.573;A;3662.597
1;HCP;40;37.4;1.447;A;3662.597
1;HCP;40;37.8;1.447;A;3662.597
1;HCP;10;7.4;0.876;A;3662.597
1;HCP;20;18.7;0.871;A;3662.597
1;HCP;20;19;950.36;A;3662.597
1;HCP;20;17.4;1.014;A;3662.597
1;HCP;20;0;1.726;R;3662.597
1;HCP;20;0;1.51;R;3662.597
1;HCP;40;39.1;1.565;A;3662.597
1;HCP;20;18.7;1.493;A;3662.597
1;HCP;20;18.4;1.236;A;3662.597
1;HCP;20;18.7;1.447;A;3662.597
1;HCP;40;38.7;0.146;A;3662.597
1;HCP;180;172.3;0.096;A;3662.597
1;HCP;70;66.6;0.176;A;3662.597
1;HCP;40;38.5;0.146;A;3662.597
1;HCP;40;38.1;0.146;A;3662.597
1;HCP;40;39;0.085;A;3662.597
1;HCP;180;170.9;0.096;A;3662.597
1;HCP;40;37.9;0.141;A;3662.597
1;HCP;20;18.6;0.095;A;3662.597
1;HCP;40;38.1;0.146;A;3662.597
1;HCP;40;38.2;0.141;A;3662.597
1;HCP;40;38;0.141;A;3662.597
1;HCP;100;87.6;0.09;A;3662.597
1;HCP;300;286.6;0.16;A;3662.597
1;HCP;40;38.1;0.495;A;3662.597
1;HCP;120;114.6;0.474;A;3662.597
1;HCP;300;279.2;0.545;A;3662.597
1;HCP;180;168.4;0.326;A;3662.597
1;HCP;80;75.7;0.514;A;3662.597
1;HCP;180;169.3;0.326;A;3662.597
1;HCP;40;38.2;0.434;A;3662.597
1;HCP;40;38;0.434;A;3662.597
1;HCP;40;37.5;0.434;A;3662.597
1;HCP;40;37.8;0.434;A;3662.597
1;HCP;40;38.1;0.431;A;3662.597
1;HCP;40;37;0.426;A;3662.597
1;HCP;20;18.4;0.371;A;3662.597
1;HCP;40;38.6;0.426;A;3662.597
1;HCP;40;37.2;0.426;A;3662.597
1;HCP;40;37.4;0.426;A;3662.597
1;HCP;40;37.6;0.426;A;3662.597
1;HCP;40;37.6;0.426;A;3662.597
1;HCP;40;37.4;0.884;A;3662.597
1;HCP;40;37.8;0.884;A;3662.597
1;HCP;40;37.6;0.867;A;3662.597
1;HCP;20;18.7;0.778;A;3662.597
1;HCP;40;36.7;0.896;A;3662.597
1;HCP;40;0;0.675;R;3662.597
1;HCP;40;37.7;0.888;A;3662.597
1;HCP;20;18.6;1.008;A;3662.597
1;HCP;20;19;0.958;A;3662.597
1;HCP;20;18.5;0.961;A;3662.597
1;HCP;20;18.7;0.726;A;3662.597
1;HCP;20;18.6;1.025;A;3662.597
1;HCP;40;37.5;0.9;A;3662.597
1;HCP;40;37;0.922;A;3662.597
1;HCP;20;18.6;1.112;A;3662.597
1;HCP;20;18.6;1.087;A;3662.597
1;HCP;40;37.8;0.996;A;3662.597
1;HCP;40;37.5;1.034;A;3662.597
1;HCP;40;37.7;0.813;A;3662.597
1;HCP;40;37.3;1.099;A;3662.597
1;HCP;20;18.6;1.22;A;3662.597
1;HCP;20;18.5;1.264;A;3662.597
1;HCP;20;18.8;1.158;A;3662.597
1;HCP;20;18.4;0.881;A;3662.597
1;HCP;20;19.1;1.053;A;3662.597
1;HCP;20;18.6;1.199;A;3662.597
1;HCP;40;0;1.009;R;3662.597
1;HCP;20;18.7;1.142;A;3662.597
1;HCP;20;18.8;1.142;A;3662.597
1;HCP;20;18.6;1.184;A;3662.597
1;HCP;40;38.1;1.099;A;3662.597
1;HCP;20;18.6;1.239;A;3662.597
1;HCP;20;18.8;1.256;A;3662.597
1;HCP;20;18.6;1.303;A;3662.597
1;HCP;20;19;1.392;A;3662.597
1;HCP;40;37;0.964;A;3662.597
1;HCP;20;18.3;1.159;A;3662.597
1;HCP;20;19.1;1.158;A;3662.597
1;HCP;20;18.6;1.158;A;3662.597
1;HCP;40;37.7;1.018;A;3662.597
1;HCP;20;18.9;1.253;A;3662.597
1;HCP;20;18.8;0.978;A;3662.597
1;HCP;20;19.2;0.975;A;3662.597
1;HCP;20;18.5;1.266;A;3662.597
1;HCP;20;18.5;0.991;A;3662.597
1;HCP;40;37.6;1.196;A;3662.597
1;HCP;40;38.1;1.134;A;3662.597
1;HCP;40;37.5;1.17;A;7.956
1;HCP;20;18.8;1.325;A;3662.597
1;HCP;40;37.7;1.17;A;3662.597
1;HCP;20;18.6;1.178;A;3662.597
1;HCP;20;18.9;1.178;A;3662.597
1;HCP;40;37.8;1.013;A;3662.597
1;HCP;40;37.2;1.054;A;7.956
1;HCP;20;0;0.913;R;3662.597
1;HCP;40;37.5;1.054;A;3662.597
1;HCP;40;36.9;1.043;A;3662.597
1;HCP;40;37.7;1.021;A;3662.597
1;HCP;40;37.3;1.088;A;3662.597
1;HCP;20;18;0.936;A;3662.597
1;HCP;20;18;1.241;A;3662.597
1;HCP;40;37.7;0.849;A;3662.597
1;HCP;20;18.8;1.196;A;3662.597
1;HCP;20;18.5;1.241;A;3662.597
1;HCP;20;18.6;1.241;A;3662.597
1;HCP;10;0;0.77;R;3662.597
1;HCP;20;19;0.771;A;3662.597
1;HCP;20;18.6;0.804;A;3662.597
1;HCP;20;18.2;2.003;A;3662.597
1;HCP;20;0;0.909;R;3662.597
1;HCP;20;0;1.154;R;3662.597
1;HCP;20;18.8;1.077;A;3662.597
1;HCP;20;18.5;1.223;A;3662.597
1;HCP;20;18.5;2;A;3662.597
1;HCP;20;18.5;1.176;A;3662.597
1;HCP;20;18.8;0.905;A;3662.597
1;HCP;20;18.6;0.728;A;3662.597
1;HCP;20;18.7;0.728;A;3662.597
1;HCP;20;18.7;0.723;A;3662.597
1;HCP;20;18.6;0.772;A;3662.597
1;HCP;20;18.6;0.772;A;3662.597
1;HCP;40;37.9;1.047;A;3662.597
1;HCP;40;38;1.066;A;3662.597
1;HCP;20;0;0.94;R;3662.597
1;HCP;40;37.8;1.073;A;3662.597
1;HCP;20;0;1.131;R;3662.597
1;HCP;20;18.8;1.131;A;3662.597
1;HCP;20;18.7;1.024;A;3662.597
1;HCP;20;18.5;1.171;A;3662.597
1;HCP;20;18.4;1.17;A;3662.597
1;HCP;40;37.9;0.652;A;3662.597
1;HCP;40;39;0.652;A;3662.597
1;HCP;40;37.8;0.688;A;3662.597
1;HCP;20;18.6;0.779;A;3662.597
1;HCP;20;17.4;0.779;A;3662.597
1;HCP;20;18.6;0.779;A;3662.597
1;HCP;40;0;0.594;R;3662.597
1;HCP;40;37.4;1.175;A;3662.597
1;HCP;40;38.8;0.994;A;3662.597
1;HCP;100;94;0.943;A;3662.597
1;HCP;20;19.1;1.134;A;3662.597
1;HCP;40;37.6;1.039;A;3662.597
1;HCP;40;38.7;1.284;A;3662.597
1;HCP;40;38.2;1.039;A;3662.597
1;HCP;100;94.3;1.134;A;3662.597
1;HCP;20;19.3;2.724;A;3662.597
1;HCP;40;37.9;1.782;A;3662.597
1;HCP;20;18.8;1.995;A;3662.597
1;HCP;20;19;2.006;A;3662.597
1;HCP;40;38.1;1.846;A;3662.597
1;HCP;20;18.5;1.462;A;7.956
1;HCP;5;4.4;1.634;A;3662.597
1;HCP;20;18.8;1.303;A;3662.597
1;HCP;20;19.1;1.594;A;3662.597
1;HCP;20;18.5;1.614;A;3662.597
1;HCP;40;38.4;1.477;A;3662.597
1;HCP;20;18.7;1.448;A;3662.597
1;HCP;20;18.5;1.659;A;3662.597
1;HCP;20;18.5;1.337;A;3662.597
1;HCP;20;18.9;1.333;A;3662.597
1;HCP;20;18.5;1.053;A;3662.597
1;HCP;20;18.4;1.053;A;3662.597
1;HCP;10;9.2;1.36;A;3662.597
1;HCP;20;18.7;1.066;A;3662.597
1;HCP;20;19.1;2.212;A;3662.597
1;HCP;20;0;1.369;R;3662.597
1;HCP;20;19.2;1.115;A;3662.597
1;HCP;40;37.4;1.263;A;3662.597
1;HCP;20;18.7;1.127;A;3662.597
1;HCP;40;37.9;1.272;A;3662.597
1;HCP;40;38.2;1.308;A;3662.597
1;HCP;20;19;1.555;A;3662.597
1;HCP;20;18.6;1.555;A;3662.597
1;HCP;20;19;1.635;A;3662.597
1;HCP;20;18.5;1.682;A;3662.597
1;HCP;20;19;1.709;A;3662.597
1;HCP;40;0;1.593;R;3662.597
1;HCP;20;17.8;1.788;A;3662.597
1;HCP;20;0;1.789;R;3662.597
1;HCP;40;0;1.633;R;3662.597
1;HCP;20;18.5;1.348;A;3662.597
1;HCP;20;18.7;1.343;A;3662.597
1;HCP;20;18.6;1.367;A;3662.597
1;HCP;40;37.2;1.068;A;3662.597
1;HCP;20;18.6;1.229;A;3662.597
1;HCP;40;38.5;1.658;A;7.956
1;HCP;40;38.4;1.783;A;3662.597
1;HCP;40;38.3;1.783;A;3662.597
1;HCP;40;37.9;1.787;A;3662.597
1;HCP;20;18.9;1.785;A;3662.597
1;HCP;20;19.1;1.92;A;3662.597
1;HCP;40;39.2;1.784;A;3662.597
1;HCP;20;18.9;1.938;A;3662.597
1;HCP;40;38.4;1.8;A;3662.597
1;HCP;40;38.3;1.8;A;3662.597
1;HCP;40;38.1;1.8;A;3662.597
1;HCP;80;76.5;1.768;A;3662.597
1;HCP;20;17.5;1.968;A;3662.597
1;HCP;20;19;2.821;A;3662.597
1;HCP;40;38;1.865;A;3662.597
1;HCP;40;38.6;1.85;A;3662.597
1;HCP;20;19.2;1.962;A;3662.597
1;HCP;20;17.8;1.995;A;3662.597
1;HCP;40;37.6;1.578;A;7.956
1;HCP;20;18.8;1.542;A;3662.597
1;HCP;20;18.8;2.364;A;3662.597
1;HCP;20;18.4;1.558;A;3662.597
1;HCP;20;18.6;1.558;A;3662.597
1;HCP;20;18.6;1.492;A;3662.597
1;HCP;20;19;1.492;A;3662.597
1;HCP;20;19.1;1.492;A;3662.597
1;HCP;20;18.4;1.432;A;3662.597
1;HCP;40;38.4;1.489;A;3662.597
1;HCP;40;37.4;1.489;A;3662.597
1;HCP;20;18.9;1.168;A;3662.597
1;HCP;20;18.5;1.727;A;3662.597
1;HCP;20;18.3;2.48;A;3662.597
1;HCP;20;19;1.463;A;3662.597
1;HCP;20;18.6;1.78;A;3662.597
1;HCP;20;18.5;1.447;A;3662.597
1;HCP;40;37.9;1.275;A;3662.597
1;HCP;20;18.9;1.065;A;3662.597
1;HCP;20;18.7;1.065;A;3662.597
1;HCP;20;18.9;0.808;A;3662.597
1;HCP;20;18.5;1.076;A;3662.597
1;HCP;20;18.6;1.076;A;3662.597
1;HCP;20;18.9;1.057;A;3662.597
1;HCP;40;37.2;1.034;A;7.956
1;HCP;20;18.6;1.177;A;3662.597
1;HCP;20;18.4;0.891;A;3662.597
1;HCP;40;37.8;1.426;A;3662.597
1;HCP;40;38.8;1.43;A;3662.597
1;HCP;40;38.5;1.398;A;3662.597
1;HCP;20;18.9;1.6;A;3662.597
1;HCP;40;37.9;1.439;A;3662.597
1;HCP;40;0;1.166;R;3662.597
1;HCP;20;0;1.039;R;3662.597
1;HCP;20;19;1.807;A;3662.597
1;HCP;20;0;1.51;R;3662.597
1;HCP;20;19.3;1.407;A;3662.597
1;HCP;20;18.8;1.184;A;3662.597
1;HCP;5;4.7;0.132;A;3662.597
1;HCP;5;4.6;0.188;A;3662.597
1;HCP;20;19;0.541;A;3662.597
1;HCP;20;19.9;0.556;A;3662.597
1;HCP;20;18.7;0.556;A;3662.597
1;HCP;5;4.6;0.506;A;3662.597
1;HCP;5;0;1.146;R;3662.597
1;HCP;5;4.6;1.264;A;3662.597
1;HCP;5;4.3;1.17;A;3662.597
1;HCP;5;4.2;1.178;A;3662.597
1;HCP;5;4.7;1.174;A;3662.597
1;HCP;5;4.7;1.676;A;3662.597
1;HCP;5;4.8;2.5;A;3662.597
1;HCP;5;4.3;1.224;A;3662.597
1;HCP;5;4.7;1.22;A;3662.597
1;HCP;5;4.7;1.128;A;3662.597
1;HCP;5;3.9;1.816;A;3662.597
1;HCP;20;19.2;0.886;A;3662.597
1;HCP;5;4.6;1.144;A;3662.597
1;HCP;5;4.7;1.31;A;3662.597
1;HCP;5;4.6;1.29;A;3662.597
1;HCP;5;4.8;1;A;3662.597
1;HCP;5;4.8;2.046;A;3662.597
1;HCP;5;4.7;1.126;A;3662.597
1;HCP;5;4.7;1.094;A;3662.597
1;HCP;5;0;1.144;R;3662.597
1;HCP;5;4.3;1.728;A;3662.597
1;HCP;5;4.7;1.526;A;3662.597
1;HCP;5;0;0.83;R;3662.597
1;HCP;5;4.6;1.12;A;3662.597
1;HCP;5;4.7;1.684;A;3662.597
1;HCP;5;0;1.35;R;3662.597
1;HCP;5;4.9;1.186;A;3662.597
1;HCP;5;4.5;1.272;A;3662.597
1;HCP;5;4.8;1.742;A;3662.597
1;HCP;5;4.7;1.17;A;3662.597
1;HCP;5;4.6;1.426;A;3662.597
1;HCP;5;4.8;1.744;A;3662.597
1;HCP;5;4.8;2.276;A;3662.597
1;HCP;5;4.9;1.94;A;3662.597
1;HCP;5;4.8;1.424;A;3662.597
1;HCP;5;4.5;1.128;A;3662.597
1;HCP;5;4.6;3.706;A;3662.597
1;HCP;5;0;1.148;R;3662.597
1;HCP;5;0;1.96;R;3662.597
1;HCP;5;4.3;2.588;A;3662.597
1;HCP;5;4.3;1.316;A;3662.597
1;HCP;5;4;1.92;A;3662.597
1;HCP;5;4.9;1.756;A;3662.597
1;HCP;5;4.9;1.802;A;3662.597
1;HCP;5;0;1.364;R;3662.597
1;HCP;5;4.9;3.762;A;3662.597
1;HCP;5;4.8;1.188;A;3662.597
1;HCP;5;4.6;1.624;A;3662.597
1;HCP;5;4.7;1.978;A;3662.597
1;HCP;5;4.8;1.168;A;3662.597
1;HCP;5;0;1.624;R;3662.597
1;HCP;5;4.7;0.84;A;3662.597
1;HCP;5;4.8;1.934;A;3662.597
1;HCP;5;4.9;3.106;A;3662.597
1;HCP;5;4.1;1.996;A;3662.597
1;HCP;5;4.6;1.992;A;3662.597
1;HCP;5;4.7;3.884;A;3662.597
1;HCP;20;19.6;3.883;A;3662.597
1;HCP;20;19.4;0.865;A;3662.597
1;HCP;20;19.3;0.836;A;3662.597
1;HCP;20;19.7;2.994;A;3662.597
1;HCP;20;19.4;2.069;A;3662.597
1;HCP;5;0;1.95;R;3662.597
1;HCP;5;4.1;3.666;A;3662.597
1;HCP;5;4.7;0.834;A;3662.597
1;HCP;5;4.7;0.834;A;3662.597
1;HCP;5;4.8;2.36;A;3662.597
1;HCP;20;19.5;2.403;A;3662.597
1;HCP;5;4.6;0.844;A;3662.597
1;HCP;5;4.6;3.114;A;3662.597
1;HCP;5;4.6;1.576;A;3662.597
1;HCP;5;4.7;1.438;A;3662.597
1;HCP;5;4.7;9.22;A;3662.597
1;HCP;5;4.6;9.214;A;3662.597
1;HCP;5;4.4;2.276;A;3662.597
1;HCP;10;9.6;2.803;A;3662.597
1;HCP;5;4.7;4.972;A;3662.597
1;HCP;20;19.5;1.056;A;3662.597
1;HCP;5;4.7;1.382;A;3662.597
1;HCP;5;4.8;1.292;A;3662.597
1;HCP;5;4.7;1.242;A;3662.597
1;HCP;5;4.6;2.32;A;3662.597
1;HCP;20;19.2;1.708;A;3662.597
1;HCP;5;4.7;2.426;A;3662.597
1;HCP;5;4.9;4.522;A;3662.597
1;HCP;20;19.2;1.57;A;3662.597
1;HCP;5;4.2;3.588;A;3662.597
1;HCP;5;0;2.548;R;3662.597
1;HCP;5;4.1;2.064;A;3662.597
1;HCP;10;9.9;3.358;A;3662.597
1;HCP;10;9.4;4.379;A;3662.597
1;HCP;5;4.6;3.576;A;3662.597
1;HCP;10;9;3.735;A;3662.597
1;HCP;5;4.7;2.972;A;3662.597
1;HCP;20;19.2;2.684;A;3662.597
1;HCP;5;5;1.524;A;3662.597
1;HCP;5;4.6;1.734;A;3662.597
1;HCP;20;19;1.347;A;3662.597
1;HCP;20;20.2;1.634;A;3662.597
1;HCP;40;38.4;1.747;A;3662.597
1;HCP;20;19.4;1.81;A;3662.597
1;HCP;5;5;1.794;A;3662.597
1;HCP;5;4.8;2.42;A;3662.597
1;HCP;5;4.7;2.414;A;3662.597
1;HCP;5;4.8;1.156;A;3662.597
1;HCP;5;4.6;1.152;A;3662.597
1;HCP;5;4.8;1.052;A;3662.597
1;HCP;5;4.5;1.766;A;3662.597
1;HCP;5;0;3.222;R;3662.597
1;HCP;5;4.8;1.356;A;3662.597
1;HCP;5;4.7;1.624;A;3662.597
1;HCP;5;0;5.722;R;3662.597
1;HCP;5;4.9;1.95;A;3662.597
1;HCP;5;0;1.594;R;3662.597
1;HCP;5;4.5;1.634;A;3662.597
1;HCP;5;4.7;1.242;A;3662.597
1;HCP;5;4.8;1.564;A;3662.597
1;HCP;20;19.3;1.429;A;3662.597
1;HCP;5;4.7;1.538;A;3662.597
1;HCP;5;4.7;1.566;A;3662.597
1;HCP;5;4.6;1.22;A;3662.597
1;HCP;5;4.9;1.996;A;3662.597
1;HCP;5;4.9;2.044;A;3662.597
1;HCP;5;4.7;2.046;A;3662.597
1;HCP;5;4.9;0.836;A;3662.597
1;HCP;5;4.9;2.102;A;3662.597
1;HCP;20;18.3;1.989;A;3662.597
1;HCP;5;4.3;2.282;A;3662.597
1;HCP;5;4.7;2.256;A;3662.597
1;HCP;5;4.8;2.276;A;3662.597
1;HCP;5;4.8;2.276;A;3662.597
1;HCP;5;4.8;0.85;A;3662.597
1;HCP;5;4.8;3.046;A;3662.597
1;HCP;5;4.9;5.79;A;3662.597
1;HCP;10;9.2;5.154;A;3662.597
1;HCP;5;4.8;0.866;A;3662.597
1;HCP;5;4.4;2.61;A;3662.597
1;HCP;20;19.7;1.866;A;3662.597
1;HCP;5;4.8;0.23;A;3662.597
1;HCP;5;4.4;1.98;A;3662.597
1;HCP;5;4.5;2.002;A;3662.597
1;HCP;5;4.7;0.84;A;3662.597
1;HCP;5;4.9;1.284;A;3662.597
1;HCP;5;4.7;0.852;A;3662.597
1;HCP;5;4.8;1.77;A;3662.597
1;HCP;5;4.5;3.998;A;3662.597
1;HCP;5;4.1;4.358;A;3662.597
1;HCP;5;0;2.124;R;3662.597
1;HCP;5;4.8;2.124;A;3662.597
1;HCP;5;0;3.204;R;3662.597
1;HCP;5;4.8;2.398;A;3662.597
1;HCP;5;4.7;2.398;A;3662.597
1;HCP;5;4.7;0.516;A;3662.597
1;HCP;5;0;1.63;R;3662.597
1;HCP;20;19.9;1.773;A;3662.597
1;HCP;5;0;2.052;R;3662.597
1;HCP;5;0;2.576;R;3662.597
1;HCP;3;2.9;2.723;A;3662.597
1;HCP;4;0;2.283;R;3662.597
1;HCP;5;4.9;2.024;A;3662.597
1;HCP;5;4.9;2.094;A;3662.597
1;HCP;5;4.5;1.684;A;3662.597
1;HCP;5;4.6;1.364;A;3662.597
1;HCP;5;4.8;3.184;A;3662.597
1;HCP;10;9.5;2.62;A;3662.597
1;HCP;40;38.6;0.748;A;3662.597
1;HCP;5;0;0.834;R;3662.597
1;HCP;20;20;2.263;A;3662.597
1;HCP;20;19.5;2.263;A;3662.597
1;HCP;5;3.9;0.536;A;3662.597
1;HCP;5;0;1.634;R;3662.597
1;HCP;5;4;5.3;A;3662.597
1;HCP;5;4.5;3.884;A;3662.597
1;HCP;5;4.7;0.142;A;3662.597
1;HCP;20;19.1;0.14;A;3662.597
1;HCP;70;0;0.148;A;4.133
1;HCP;120;0;0.121;A;4.133
1;HCP;120;0;0.121;A;4.133
1;HCP;100;0;0.111;A;4.133
1;HCP;110;0;0.13;A;4.133
1;HCP;80;0;0.1;A;4.133
1;HCP;100;0;0.14;A;4.133
1;HCP;5;4.3;0.24;A;3662.597
1;HCP;20;20.2;0.218;A;3662.597
1;HCP;20;19.5;0.534;A;3662.597
1;HCP;90;0;0.45;A;4.133
1;HCP;40;0;0.5;A;4.133
1;HCP;80;0;0.494;A;4.133
1;HCP;80;0;0.702;A;4.133
1;HCP;40;0;0.468;A;4.133
1;HCP;60;0;0.648;A;4.133
1;HCP;300;285.1;0.697;A;3662.597
1;HCP;360;338.2;0.592;A;3662.597
1;HCP;40;37.8;0.618;A;3662.597
1;HCP;40;37.7;0.618;A;3662.597
1;HCP;40;37.9;0.618;A;3662.597
1;HCP;40;36.7;0.618;A;3662.597
1;HCP;320;300.8;0.657;A;3662.597
1;HCP;320;297.6;0.657;A;3662.597
1;HCP;100;93.3;0.592;A;3662.597
1;HCP;300;286;0.592;A;3662.597
1;HCP;100;99.7;0.717;A;3662.597
1;HCP;120;119.8;0.612;A;3662.597
1;HCP;180;172.8;0.437;A;3662.597
1;HCP;300;288.9;0.673;A;3662.597
1;HCP;180;175.3;0.437;A;3662.597
1;HCP;180;173.6;0.377;A;3662.597
1;HCP;20;19.4;0.904;A;3662.597
1;HCP;20;20.1;0.728;A;3662.597
1;HCP;20;20.5;0.837;A;3662.597
1;HCP;20;19.4;0.886;A;3662.597
1;HCP;20;19.9;0.932;A;3662.597
1;HCP;20;19.4;0.791;A;3662.597
1;HCP;20;18.3;0.791;A;3662.597
1;HCP;20;19;0.604;A;3662.597
1;HCP;20;19.1;0.563;A;3662.597
1;HCP;20;19.1;0.614;A;3662.597
1;HCP;20;20.1;0.808;A;3662.597
1;HCP;20;19.1;0.809;A;3662.597
1;HCP;10;9.4;0.882;A;3662.597
1;HCP;20;20.1;0.903;A;3662.597
1;HCP;20;18.9;0.734;A;3662.597
1;HCP;20;20.3;0.747;A;3662.597
1;HCP;12;11.6;1.038;A;1840.702
1;HCP;20;19;0.78;A;3662.597
1;HCP;20;19.4;0.73;A;3662.597
1;HCP;20;19.5;0.811;A;3662.597
1;HCP;20;19.5;0.783;A;3662.597
1;HCP;20;19.5;0.813;A;3662.597
1;HCP;20;20;0.813;A;3662.597
1;HCP;20;19;0.786;A;3662.597
1;HCP;20;20.3;0.801;A;3662.597
1;HCP;20;19.3;0.839;A;3662.597
1;HCP;20;18.7;0.854;A;3662.597
1;HCP;20;19;0.603;A;3662.597
1;HCP;20;19.5;0.84;A;3662.597
1;HCP;20;18.7;0.802;A;3662.597
1;HCP;20;18.9;0.871;A;3662.597
1;HCP;20;19.1;0.903;A;3662.597
1;HCP;20;20.1;0.913;A;3662.597
1;HCP;20;18.9;0.917;A;3662.597
1;HCP;5;4.6;0.892;A;3662.597
1;HCP;10;9.4;0.788;A;3662.597
1;HCP;20;20.3;0.817;A;3662.597
1;HCP;20;19.1;0.54;A;3662.597
1;HCP;9;8.2;0.697;A;1840.702
1;HCP;20;19.2;0.532;A;3662.597
1;HCP;40;38.4;0.69;A;3662.597
1;HCP;40;38;0.69;A;3662.597
1;HCP;40;37.8;0.668;A;3662.597
1;HCP;40;37.7;0.667;A;3662.597
1;HCP;40;37.6;0.703;A;3662.597
1;HCP;20;20;0.798;A;3662.597
1;HCP;20;19.4;0.798;A;3662.597
1;HCP;20;18.9;0.69;A;3662.597
1;HCP;20;19.3;0.513;A;3662.597
1;HCP;20;19.4;0.513;A;3662.597
1;HCP;20;19.5;0.531;A;3662.597
1;HCP;20;19.8;0.786;A;3662.597
1;HCP;20;19.2;0.907;A;3662.597
1;HCP;10;9.7;1.293;A;3662.597
1;HCP;40;37.1;0.79;A;3662.597
1;HCP;20;19.2;0.896;A;3662.597
1;HCP;20;18.9;0.935;A;3662.597
1;HCP;20;0;0.473;R;3662.597
1;HCP;20;18.9;0.77;A;3662.597
1;HCP;20;19.6;0.538;A;3662.597
1;HCP;20;19.6;0.508;A;3662.597
1;HCP;20;20.2;0.555;A;3662.597
1;HCP;20;18.4;0.535;A;3662.597
1;HCP;20;19.4;0.56;A;3662.597
1;HCP;5;0;1.038;R;3662.597
1;HCP;5;4.5;0.908;A;3662.597
1;HCP;12;11.2;1.219;A;1840.702
1;HCP;20;19.7;1.024;A;3662.597
1;HCP;20;19.7;1.022;A;3662.597
1;HCP;10;9.6;0.742;A;3662.597
1;HCP;5;4.4;0.786;A;3662.597
1;HCP;10;9.4;1.816;A;3662.597
1;HCP;20;18.8;0.728;A;3662.597
1;HCP;20;19.5;0.934;A;3662.597
1;HCP;20;18.7;0.736;A;3662.597
1;HCP;20;19;0.969;A;3662.597
1;HCP;20;19.2;0.985;A;3662.597
1;HCP;20;19;1.033;A;3662.597
1;HCP;5;4.9;1.204;A;3662.597
1;HCP;15;14.8;1.189;A;1840.702
1;HCP;20;19;0.93;A;3662.597
1;HCP;5;4.7;3.786;A;3662.597
1;HCP;20;18.9;1.145;A;3662.597
1;HCP;5;4.4;1.376;A;3662.597
1;HCP;20;19.3;0.774;A;3662.597
1;HCP;20;19.1;0.684;A;3662.597
1;HCP;20;18.8;0.657;A;3662.597
1;HCP;20;19.8;0.834;A;3662.597
1;HCP;20;19.9;0.833;A;3662.597
1;HCP;20;19.4;0.833;A;3662.597
1;HCP;20;19.3;0.648;A;3662.597
1;HCP;10;9.5;1.06;A;3662.597
1;HCP;10;9;0.903;A;3662.597
1;HCP;10;8.5;0.63;A;3662.597
1;HCP;20;18.9;0.531;A;3662.597
1;HCP;5;4.5;0.574;A;3662.597
1;HCP;20;19.3;0.885;A;3662.597
1;HCP;20;19.1;0.893;A;3662.597
1;HCP;10;7.4;1.172;A;3662.597
1;HCP;20;18.5;0.713;A;3662.597
1;HCP;10;8.7;0.552;A;3662.597
1;HCP;10;8.7;0.87;A;3662.597
1;HCP;20;18.8;0.837;A;3662.597
1;HCP;40;35.7;0.738;A;3662.597
1;HCP;20;17.5;0.655;A;3662.597
1;HCP;20;19.8;0.655;A;3662.597
1;HCP;20;19.4;0.852;A;3662.597
1;HCP;10;10;1.012;A;3662.597
1;HCP;20;0;0.761;R;3662.597
1;HCP;20;18.4;0.637;A;3662.597
1;HCP;20;19.1;0.946;A;3662.597
1;HCP;20;19.4;0.969;A;3662.597
1;HCP;300;296.4;1.483;A;3662.597
1;HCP;320;315.9;0.403;A;3662.597
1;HCP;300;287;1.515;A;3662.597
1;HCP;300;303;1.369;A;3662.597
1;HCP;100;103;1.458;A;3662.597
1;HCP;300;298.2;1.533;A;3662.597
1;HCP;100;98.7;1.533;A;3662.597
1;HCP;180;178.1;1.175;A;3662.597
1;HCP;180;180.7;1.236;A;3662.597
1;HCP;40;38.7;1.17;A;3662.597
1;HCP;20;19.4;1.229;A;3662.597
1;HCP;40;37.5;1.143;A;3662.597
1;HCP;20;19.7;1.247;A;3662.597
1;HCP;20;19.1;1.247;A;3662.597
1;HCP;20;19.9;1.504;A;3662.597
1;HCP;20;20.4;1.445;A;3662.597
1;HCP;20;19.9;1.261;A;3662.597
1;HCP;20;18.7;1.448;A;3662.597
1;HCP;20;19.3;1.385;A;3662.597
1;HCP;40;39.1;1.585;A;3662.597
1;HCP;20;19.4;1.706;A;3662.597
1;HCP;20;19.6;1.733;A;3662.597
1;HCP;20;19.3;1.733;A;3662.597
1;HCP;20;19.8;1.733;A;3662.597
1;HCP;20;19.7;1.733;A;3662.597
1;HCP;20;18.6;1.208;A;3662.597
1;HCP;20;19.3;1.026;A;3662.597
1;HCP;20;20;1.202;A;3662.597
1;HCP;20;19.7;1.288;A;3662.597
1;HCP;20;19.7;1.116;A;3662.597
1;HCP;10;8.4;1.281;A;3662.597
1;HCP;5;4.5;1.026;A;3662.597
1;HCP;5;4.5;1.24;A;3662.597
1;HCP;10;9.5;1.177;A;3662.597
1;HCP;10;9.6;1.013;A;3662.597
1;HCP;20;19.1;1.265;A;3662.597
1;HCP;10;8.7;1.179;A;3662.597
1;HCP;20;19.5;1.609;A;3662.597
1;HCP;20;19.8;1.628;A;3662.597
1;HCP;20;19.4;1.953;A;3662.597
1;HCP;20;0;1.932;R;3662.597
1;HCP;20;19.8;1.673;A;3662.597
